,id,content
2286,1086,"'..................................................... pulses. 20. Ta 2IPM - 409-4. _ 2020 (Heera) Meha 2005 (I. P.M. - 99-25) Pusa Vishal 200] H. UM-6 2006 (Malaviya Janakalyani). Malaviya Jyothi 999 (H. UM-) TMV-37 2005T. The BM-37 (t. M. - 99.37) Malaviya 2003 Jan Chetna (H. UM-42) IPM-2-3 2009I. P.M. 2 - 4 20 | 4K. M-2244 (Sweta) 2009K. M-295 (Swati) 20. 2 IPM - 205-7. _ 206 (Virat) I. PM - 40-3._ 206 (Shikha) Kanika 2048 (I. PM - 302-2) 3 dark and medium-grained shiny 65-8060-6560 - 6555-6065-7060 - 6560-6265-7062 - 6560-6265-7052 - 5560-7065-726 -76 7mm. YMV. High resistance to whole U.P. sarcospora leafspot, resistance to leaf crinkle and leaf curl disease, श्रिप्स42-52-44-424-62-42-440.040 -] 2-48-00 - 24-42. Thyme All U.P. Thyme All U.P. Thyme All U.P. Thyme All U.P. Thyme All U.P. Thyme All U.P. Thyme All U.P. Thyme All U.P. Yellow Mosaic, Powdery Mildupilla Mosaic, Whole U.P. Powdery Mildew High Barrier Peela Mosaic, Whole U.P. Priscospora Leafspot High Barrier 82'"
2287,1023,"'42.है Kharif / Kharif Kharif / Rabi Food Soldier Insect: The trunks of this insect are brown in color, which remain stuck between the forts or in the cracks of the ground during the day. The trunks come out of the holes or crevices in the evening and climb up the plants and cut the earrings into small pieces and drop them down. Level of economic damage: Cr. Insect नाम4.जघ is a pest of 7 species. नाम4.जघ Insect wrap नाम4.जघ is a pest of 7 species. Weekly monitoring of crop should be done. Economic damage level 5% Infected plants 5% Silver soot 2% Freshly infested leaves 2% Infected leaves or 2% Adult freshly infested leaves 5% Dead cow dung 5% Insects 5% Insects 5% Insects 5% Insects 5% Insects 5% Insects 5% Insects 5% Insects 5% Insects 5% Insects 5% Insects 5% Insects 5% Insects 5% Insects 5% Insects 5% Insects 5% Insects 5% Insects 5% Insects 5% Insects 5% Insects 5% Insects 5% Insects 5% Insects 5% Infected plants 5% Silver soot 2% Freshly infested leaves 2% Inseeds 2% Dead cow dung 2% Inseeds 5% Inseeds 1% Insects 3% Inseeds 4% Inseeds 2 Pests 2 Pests 4 Pests 5 Pests 5 Pests 5 Pests 5 Pests 4 Pests 1 Pests 2 Pests 2 Pests 2 P Only a balanced amount of fertilizers should be used |जल There should be a proper drainage system. In areas with brown fungus and armyworm infestation, transplantation should be done by leaving one row after 20 rows. Both ends of the field with good drainage. By passing fast over the plants by holding the rope, the hooks of the insect fall into the water, which flows with the water when the water is drawn from the field. 5 pheromone traps per ha) should be used for predicting and controlling the stem borer insect.'"
2288,2361,'Land selection: Light or loamy sandy soil is suitable for millet. The drainage of the land needs to be good and the soil in which natural farming is to be done for the first time should be tested.'
2289,2362,"'Sowing Time and Temperature: As soon as the rains begin, millet should be sown by the second week of July. The millet plant needs a temperature of 25 Â° C to germinate and 30 to 3 Â° C to grow. Its plants give good yield even at 40 Â° C. Millet sowing method: In natural farming method, sowing millet on ridge is considered the best method. Sowing on the bed reduces the quantity of seed and saves up to 70% of water. And when the drain is irrigated, the roots of the crop grown on the bed move towards the water in search of moisture, which makes the roots more developed and the plant stronger. And if it rains and the field is waterlogged, there is less chance of damage to the crop grown on the beds. Seed rate: The natural cultivation of millets requires 5 kg / ha of certified seed. Seed treatment: Millet seeds are sown by treating them with \'Beejamrut,\' which protects the seeds from soil-borne diseases. Treating the seed leads to better germination and higher yield as a crop. Nutrient management: Prior to sowing for nutrient availability.'"
2290,2363,"'5 - 2 tons of hectare solid biomass should be mined and put in the field. At the same time, 4 - 5 times 7 - 8 litres of Jeevamrut is mixed with 600 litres of water in the standing crop and used. Soil treatment: To protect the millet crop from soil-borne diseases, jeevamrut, a decoction of cow dung, is added to the soil. Irrigation: In the natural farming of millets, moisture is required in the field at the time of crop germination and grain filling. If not, irrigation should be done.'"
2291,1024,"'..................................... food grains. Introduction of neem husk into the field before sowing at the rate of 0.00 per hectare leads to gradual reduction in termite infestation. Beauveria bassiana 2.45% 2.5 kg of biopesticide. per he0 60-75 kg. All soil-borne pests, including termites, are controlled by mixing cow dung manure with a light sprinkling of water and keeping it in shade for 8-40 days and then adding it to the last ploughed surface before sowing. If the pest infestation has crossed the economic damage level, the following insecticides should be used: 4. Chlorpyrifos 20% E.C. 2.5 L / ha should be used with irrigation water to control termites and root rot. For root rot control, Phorate 40 G 40 kg. 3 - 5 cm. Stagnant water spraying can also be done. 2. For insect control, one of the following chemicals should be sprayed per hectolitre of water - + * Carbofuran 3g 20 kg. per he0 3 - 5 cm. In still water * Fipronil 0. 3 g 20 kg. 3 - 5 cm. In still water. * Chlorpyrifos 20% EC0 4. 25 litres |3. For the control of green, brown, and white-backed blisters, one of the following chemicals should be sprayed per litre of water: * Acetamiprid 20% SP400 g / ha0 500-600 litres. * Carbofuran 3g 20 kg. 3 - 5 cm. In still water. * Pfifepronil 0. 3 g 20 kg 3 - 5 cm. In still water. * Imidacloprid 47. 8% SL425 ml. * Phosphamidon 40% SL875 ml. * Chthiamethoxam 25% WAG400 g. * Chlorpyriphus 20% EC450 l. * Quinalphos 25% EC450 l. * Azadirectin 0. 45% EC0250 l. |तना For the control of fungal, leaf-wrapping, fungal, and hispa pests, one of the following chemicals should be sprayed per hectare / litre of water - * Bifenth Dissolve in 500 l of water and spray. * Carbofuran 3g 20 kg. 3 - 5 cm. In still water. * Kartap Hydrochloride 4g 48 kg. 3 - 5 cm. in stagnant water. * Chlorpyrifos 20% EC0 4.5 litres. * Caunalphos 25% EC0 4.5 litres. 20'"
2292,1029,"'Integrated pest management in kharif / kharif / rabi foodgrains crop (a) Crop operations: 4. Deep ploughing with summer soil rotation and ploughing destroys various stages of pests in the soil such as eggs, caterpillars, caterpillars and adults, and also kills and eats insects. In addition, soil-borne diseases such as weeds, root rot, damping-off, collar rot, etc. are also destroyed by sunlight. Similarly, the seeds of weeds are buried deep in the soil, greatly reducing the accumulation of weeds. Healthy and disease-resistant species should be sown, transplanted |बीज Treatment should be timely sown / transplanted as well as crop rotation should be adopted |नर्सरी Plants from time to time should be sown / transplanted on raised beds |पौधों Plants and line to line should be kept at the required distance |उर्वरकों The recommended quantity of seeds should be used |खेत Plants should be weed-free and hygienic |जल Proper drainage should be provided |कटाई Remains of soil |फसलों should be destroyed |यांत्रिक Control: The tops of seedlings should be cut and transplanted |खेतों Eggs and twigs should be kept as far as possible. Word percher should be used as much as possible in the field. |पत्ती Wrapping To control the pest, twisting the top of the crop with plum bushes opens the leaves, causing the trunks to fall off. Biological control: The predators present in the field such as spiders, water voles, mirid voles, dragonflies, meadow grasshoppers, etc. and parasites such as Trichogramma (bio agents) pests should be protected |2. Parasitic pests should be grown in the laboratory and released in the fields |3. Enemies and friends 2: 43) The proportion of pests should be maintained |4. Biopesticides should be used as per requirement. & A9 is 9AF7 > > Plat3- + & A is 9AF7 > > Pad- + 25'"
2293,1032,"'_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _. * Avoid the use of excessive amounts of nitrogen. * Follow a back-to-back process of soaking and drying the fields (to reduce humidity) instead of permanently watering the field. * Continuous spraying of Pseudomonas fluorescens with 5 gm per litre water solution after 5 days of transplanting |पुष्पावस्था till maturity stage: * Continuous monitoring of the field. * Destroy diseased plants at harvest time to reduce their impact on the next crop. * When necessary, perform a protective spray of one of the following fungicides while the crop is growing: List of recommended fungicides Only waiting period per hectare Active element organization of water. By final spraying (grams) (g / ml). Volume (liters). Percentage to harvest (days) Copper hydroxide 77% 200 g 750. . The name of the fungicide is 7. 7 + Tabuconazole 47.% w /. Flupyrum 40 +. 550 g. 500 22 Tabuconazole 40 picozysterbin 7. 05% + propiconazole% SC Tabuconazole 50% + trifloxynosterbin 25W G28'"
2294,1034,"'........................................ food grains. The hybrid / period (day) average yield is \'Kuntal.\' No. Developed Year 44. Narendra User Hybrid Paddy-3 (2004) 430-35 54.5242. Sahyadri-4 (2008) 43-448 57.0043. HRI-57 (2009) 430-35 65.4044. .DRRH-3 425-30 60.7045. US-32 25-30 60.7046. VSR-202 30-35 65.0047. RH-53 425-30 65.0048. Arise Prima 426-30 65.009. US. - 32 (200) 425-30 57.5020. Arise 6644 Gold (205) 430-35 60.702. 27p 63 (203) 432-35 60.6722. . shp.3 (202) 425-30 80.9023. . Indam 200-0 | 7 425-30 75.00संकर Inhibitors of disease and pest resistance between species. R.H. - BlastD. RRH-] BLAST-K. RH-2 Blast, Sheath Rat-Sahyadri-Bacterial Leaf BlightNarendra hybrid paddy-2 Blast Bacterial Leaf Blight, Sheath RatP. HB-74 - Bacterial Leaf Blight, Blastproegro-6204 Arise Blast Brown Plant Hopperproegro-6444 Arise Blast BLB. Sheath Ratpusa RH-0 NblastR. H-204 8B. L. B., Brown Plant Hopperb. PH, WBPH 30'"
2295,1025,"'Kharif / Kharif Kharif / Rabi foodgrains5. For control of weevils and armyworms, one of the following chemicals should be sprayed per hectare: Malathion 5% dust 20-25 kg. Fenvalerate 0.04% dust 20-25 kg. MYTHY CONCLUSIONS 4. Syphilis: This disease is more common in nurseries due to iron deficiency. The new leaves turn white like paper. 2. Khaira disease: This disease is caused by a deficiency of zinc. 3. Sheath Blight: In this disease, irregularly shaped spots form on the leaf sheath, the edge of which is dark brown and the centre is light in colour. 4. Jhanka disease: In this disease, eye-shaped spots are formed on the leaves, which are ash-coloured in the middle and dark brown on the edges. 6. Bacterial scorch: In this disease, the leaves start drying up from the tip or edge. The dried edges become irregular and crooked. 7. Bacterial stripe scabies: In this disease, long stripes of dark colour form between the veins on the leaves. 8. False tendonitis: In this disease, some of the hair follicles turn into a yellowish powder, which later turns black. Measures of control: 4. Seed treatment: (0) For the control of bacterial scabies and bacterial scabies, streptomycin sulphate 90% + tetracycline hydrochloride 40% in the quantity of 4.0 gm per 25 kg. Seeding should be done at the seed rate. (2) For the control of frost disease, 2.5 grams of thiorm 75% WS0 or 2 grams of carbendazim 50% WP0 per kg should be used. Sowing should be done by sowing seeds at the rate of seeds. 2'"
2296,2512,"'a) A society which has as its object the promotion of economic interests of its members  in accordance with cooperative principles can be registered as a Society  b) Similarly, a society established with the object of facilitating operation of such a  society can also be registered under the Act  c) A registered society can be member of another society, but liability of such other  society must be limited, unless State Government directs otherwise'"
2297,1027,"'Kharif / Kharif Kharif / Rabi foodgrains 4. About 75% of WP02 kg. . Zineb 75% WP0.2 kg06. Carbendazim 42% + Mancozeb 63% WP0.750 g7. Isoprothiolone 40% EC750 ml / ha08. Kasugamycin 3% mL 4. 5 L per litre Brown spot: To control this, one of the following chemicals should be sprayed per litre of water - 4. . Ediphenphos 50% EC0 500 ml02. . IKOZEB 75% WP0. 2 kg03. ZINEB 75% WP0. 2 kg04. Zirum 80% WP0 2. 0 kg05. Thiophenate methyl 70% WP0.4 kg Bacterial scorch and bacterial scorch: For its control, 5 gm streptomycin sulphate 90% + tetracycline hydrochloride Ride 40% should be mixed with 500 gm copper oxychloride 50% WP0 and sprayed per litre of water. False tendon: For its control, one of the following chemicals should be sprayed per litre of water per litre of water - 4. Carbendazim 50% WP02. Copper hydroxide 77% WP0 Major weeds: 500 ग्राम2.0 kg. Sakari leaves - Saanwa, Saanwaki, Booti, Makara, Kanji, Bilua Kanja, etc. 2. Broad leaves - Mirchi Booti, Phool Booti, Paan Patti, Bon Jhalokia, Bambholi, Gharila, Dadmari, Sathiya, Kusal, etc. Measures for control: Weed control by crop operations: Weed control by crop operations should include deep ploughing with heat-reversing plough, crop rotation, use of green manure, mulching, etc. Chemical method: Under this, various weedicides are used in the recommended quantity after sowing / transplanting the crop, which is comparatively less expensive 4. For weed control in nursery, Pratilachlor 30. 7% is more beneficial and beneficial 5 - 7 kg at the rate of EC0 500 ml per acre. It should be mixed with sand and used within 2-3 days of nursery.'"
2298,1030,"'_ Rrif / Rekhagyan | Food grains. (d) Chemical Control: 4. Pesticide chemicals should be used as a last resort for pest and disease control. Safe and recommended chemicals should be used in prescribed quantities at appropriate times. Precautions must be taken while using chemicals. 4. Weedicides to be used as per recommendations Harvesting: Paddy crop should be harvested at 950% maturity. Harvesting: The crop should not be left in the field for more than a couple of days. Dry it well in the light sun and store it. Monthly important work points in the crop of |धान. Put nursery of Pant-4, Sarju-52, IR-36, Narendra 359, etc. 4 grams of streptomycin sulphate for seed treatment of |धान 45 liters. 25 kg by dissolving in water. Soak the seeds in water for 42 hours and dry them and sow them in the nursery Spraying of zinc sulphate and urea for early maturation of aromatic species Spraying of ferrous sulphate Tathyuria for white disease Application of recommended fertilizer at the time of sowing |रोपाई and planting of weed control |धान with butachlor within a week of sowing Plantation of 50 plants per square meter and 2-3 plants on each hill and butachlor for weed control |ऊसर Area User Paddy-4, User Paddy-2, Jaya and Saket-4 The row to row distance is 45 cm. And the distance from the plant to the plant is 40 cm. And plant 4 - 5 saplings at one place. 5 kg for control of chikungunya in paddy. Zinc sulphate and 20 kg. Urea or 2.5 kg. For quenching lime, it is 800 liters of water. . Monocrotophos 36 SL (750 ml) for the prevention of hives in paddy. l.) 500-600 per litre of water. Spraying |धान Irrigation at flowering stage |धान Irrigation at lactation stage |धान Zinc manganese carbamate or germ 80% 2 kg. It is per. Monocrotophos should be used at a rate of |धान per 4 litres per 800 litres of water dissolved for the control of leaf and plant droppings. Nitrogen top dressing at flag leaf stage in spraying |धान contains carbofuron 3% Cg or 2% powder of phenthoate 25-30 kg for soldier pest control. Malathion 5% powder for odour pest control in |धान 25-30 kg. It is per. Cover it up. 26'"
